   Dtype Element Ion lvl    ion_pot         ex    g rad_rate         config islp ilv
LevMacro       8   4 193   7.243774 188.328484  4.0    1e-09 2s_2p_4d_2P1.5  211  14
LevMacro       8   4 194   7.270430 188.355141  4.0    1e-09 2s_2p_4f_2D1.5  220  11
LevMacro       8   4 195   7.270678 188.355389  6.0    1e-09 2s_2p_4f_2D2.5  220  11
LevMacro       8   4 196   7.492611 188.577322  6.0    1e-09 2s_2p_4f_2F2.5  230   3
LevMacro       8   4 197   7.492735 188.577446  8.0    1e-09 2s_2p_4f_2F3.5  230   3
LevMacro       8   4 198   7.609157 188.693868  2.0    1e-09   2p2_3d_2S0.5  200   8
LevMacro       8   4 199   7.935609 189.020320  8.0    1e-09 2s_2p_4f_2G3.5  240   3
LevMacro       8   4 200   7.936477 189.021188 10.0    1e-09 2s_2p_4f_2G4.5  240   3
LevMacro       8   4 201   8.827804 189.912515  2.0    1e-09   2p2_3p_2P0.5  211  15
LevMacro       8   4 202   8.833384 189.918094  4.0    1e-09   2p2_3p_2P1.5  211  15
LevMacro       8   4 203  10.571528 191.656238  6.0    1e-09   2p2_3d_2D2.5  220  12
LevMacro       8   4 204  10.597936 191.682647  4.0    1e-09   2p2_3d_2D1.5  220  12
