   Dtype z ion          Wave         f   gl   gu         el         eu  ll  ul
LinMacro 7   3    454.640000  0.000001  6.0  4.0  12.525435  39.796440   7  43
LinMacro 7   3   1328.429000  0.000173  4.0  4.0  30.463244  39.796440  18  43
LinMacro 7   3   1103.044000  0.018382  4.0  6.0  28.567180  39.807428  16  44
LinMacro 7   3    454.471000  0.000001  4.0  6.0  12.526266  39.807428   6  44
LinMacro 7   3 128452.150000  0.006846  8.0  6.0  39.710906  39.807428  42  44
LinMacro 7   3    311.631000  0.016627  4.0  6.0   0.021623  39.807428   2  44
LinMacro 7   3    847.616000  0.000813  4.0  6.0  25.179952  39.807428  12  44
LinMacro 7   3  10693.330000  0.019353  4.0  6.0  38.647968  39.807428  34  44
LinMacro 7   3   4201.256000  0.465500  4.0  6.0  36.856290  39.807428  25  44
LinMacro 7   3    847.514000  0.007880  6.0  6.0  25.178178  39.807428  13  44
LinMacro 7   3    454.457000  0.000001  6.0  6.0  12.525435  39.807428   7  44
LinMacro 7   3   1326.867000  0.001710  4.0  6.0  30.463244  39.807428  18  44
LinMacro 7   3   1034.668000  0.022322  4.0  2.0  28.567180  40.550245  16  45
LinMacro 7   3    305.756000  0.010330  2.0  2.0   0.000000  40.550245   1  45
LinMacro 7   3    442.424000  0.000001  4.0  2.0  12.526266  40.550245   6  45
LinMacro 7   3   6507.160000  0.026650  2.0  2.0  38.644884  40.550245  33  45
LinMacro 7   3    305.919000  0.010515  4.0  2.0   0.021623  40.550245   2  45
LinMacro 7   3   3343.720000  0.053750  2.0  2.0  36.842253  40.550245  24  45
LinMacro 7   3   1034.622000  0.022275  2.0  2.0  28.566648  40.550245  15  45
LinMacro 7   3   1228.613000  0.008770  2.0  2.0  30.458794  40.550245  17  45
LinMacro 7   3   6517.710000  0.026800  4.0  2.0  38.647968  40.550245  34  45
LinMacro 7   3   3356.426000  0.054075  4.0  2.0  36.856290  40.550245  25  45
LinMacro 7   3    442.411000  0.000001  6.0  2.0  12.525435  40.550245   7  45
LinMacro 7   3   1229.155000  0.008975  4.0  2.0  30.463244  40.550245  18  45
LinMacro 7   3   4883.148000  0.003260  6.0  4.0  38.404749  40.943785  31  46
LinMacro 7   3    366.320000  0.000017  4.0  4.0   7.097737  40.943785   4  46
LinMacro 7   3    542.752000  0.000001  4.0  4.0  18.100031  40.943785  10  46
LinMacro 7   3    436.297000  0.000008  4.0  4.0  12.526266  40.943785   6  46
LinMacro 7   3   4868.482000  0.070175  4.0  4.0  38.397100  40.943785  30  46
LinMacro 7   3    366.240000  0.000027  2.0  4.0   7.090336  40.943785   3  46
LinMacro 7   3   4860.053000  0.357350  2.0  4.0  38.392683  40.943785  29  46
LinMacro 7   3   4751.292000  0.000245  4.0  4.0  38.334287  40.943785  28  46
LinMacro 7   3    366.429000  0.000001  6.0  4.0   7.107792  40.943785   5  46
LinMacro 7   3   4739.133000  0.002386  2.0  4.0  38.327591  40.943785  27  46
LinMacro 7   3    542.428000  0.000004  2.0  4.0  18.086381  40.943785   9  46
LinMacro 7   3    436.285000  0.000001  6.0  4.0  12.525435  40.943785   7  46
LinMacro 7   3   4874.957000  0.060717  6.0  6.0  38.404749  40.948050  31  47
LinMacro 7   3    366.274000  0.000070  4.0  6.0   7.097737  40.948050   4  47
LinMacro 7   3    542.650000  0.000002  4.0  6.0  18.100031  40.948050  10  47
LinMacro 7   3    436.232000  0.000001  4.0  6.0  12.526266  40.948050   6  47
LinMacro 7   3   4860.341000  0.286000  4.0  6.0  38.397100  40.948050  30  47
LinMacro 7   3   1586.594000  0.000001  4.0  6.0  33.133520  40.948050  19  47
LinMacro 7   3   4897.954000  0.001710  8.0  6.0  38.416690  40.948050  32  47
LinMacro 7   3   4743.538000  0.000997  4.0  6.0  38.334287  40.948050  28  47
LinMacro 7   3    366.383000  0.000020  6.0  6.0   7.107792  40.948050   5  47
LinMacro 7   3    436.219000  0.000005  6.0  6.0  12.525435  40.948050   7  47
LinMacro 7   3   7733.765000  0.000009  4.0  6.0  39.344887  40.948050  37  47
LinMacro 7   3   4885.511000  0.035050  8.0  8.0  38.416690  40.954498  32  48
LinMacro 7   3   4862.631000  0.292833  6.0  8.0  38.404749  40.954498  31  48
LinMacro 7   3   1585.427000  0.000001  6.0  8.0  33.134214  40.954498  20  48
LinMacro 7   3    366.313000  0.000095  6.0  8.0   7.107792  40.954498   5  48
LinMacro 7   3    436.120000  0.000004  6.0  8.0  12.525435  40.954498   7  48
LinMacro 7   3   7737.954000  0.000012  6.0  8.0  39.352202  40.954498  38  48
LinMacro 7   3   4868.527000  0.317750  8.0 10.0  38.416690  40.963351  32  49
LinMacro 7   3    362.918000  0.028475  4.0  2.0   7.097737  41.261089   4  50
LinMacro 7   3   6452.563000  0.144150  2.0  2.0  39.339606  41.261089  36  50
LinMacro 7   3   4329.098000  0.015458  4.0  2.0  38.397100  41.261089  30  50
LinMacro 7   3    362.839000  0.297300  2.0  2.0   7.090336  41.261089   3  50
LinMacro 7   3   4322.432000  0.031560  2.0  2.0  38.392683  41.261089  29  50
LinMacro 7   3   6470.346000  0.013935  4.0  2.0  39.344887  41.261089  37  50
LinMacro 7   3   4338.224000  0.014420  6.0  4.0  38.404749  41.262712  31  51
LinMacro 7   3    362.901000  0.185575  4.0  4.0   7.097737  41.262712   4  51
LinMacro 7   3    431.455000  0.000004  4.0  4.0  12.526266  41.262712   6  51
LinMacro 7   3   6447.116000  0.146500  2.0  4.0  39.339606  41.262712  36  51
LinMacro 7   3   4326.645000  0.026225  4.0  4.0  38.397100  41.262712  30  51
