i j rcen thetacen vol temp xi ne heat_xray heat_comp heat_lines heat_ff cool_comp cool_lines cool_ff rho n_h
4 19 2.046713e+11 1.547697e+00 1.022459e+33 1.746460e+06 8.949037e+02 4.849950e+11 8.141464e-01 8.508679e-02 0.000000e+00 3.253842e-07 1.147491e-02 4.869377e-01 7.646922e-01 9.513897e-13 4.012820e+11
5 0 2.470030e+11 6.121442e-02 2.459439e+32 6.831776e+06 8.038508e+12 1.319970e+02 0.000000e+00 5.596969e-11 0.000000e+00 6.914057e-27 2.978956e-11 0.000000e+00 1.061494e-19 2.589104e-22 1.092045e+02
5 1 2.470030e+11 1.805825e-01 6.859881e+32 1.203282e+07 7.144821e+08 1.413593e+06 2.195610e-12 5.781580e-07 0.000000e+00 3.183727e-19 5.375830e-07 1.498552e-12 1.576945e-11 2.772744e-18 1.169502e+06
5 2 2.470030e+11 2.939822e-01 1.051475e+33 1.059807e+07 5.091730e+06 1.954541e+08 4.679468e-08 8.080394e-05 0.000000e+00 7.435608e-15 6.526161e-05 2.932866e-08 2.844197e-07 3.833805e-16 1.617042e+08
5 3 2.470030e+11 4.017120e-01 1.347930e+33 7.996288e+06 6.957367e+05 1.340946e+09 2.735313e-06 5.201413e-04 0.000000e+00 5.070621e-13 3.167843e-04 1.441223e-06 1.177274e-05 2.630247e-15 1.109399e+09
5 4 2.470030e+11 5.040552e-01 1.581864e+33 7.134452e+06 2.517197e+05 3.677623e+09 2.160645e-05 1.364611e-03 0.000000e+00 4.468743e-12 7.619717e-04 1.099924e-05 8.404815e-05 7.213611e-15 3.042593e+09
5 5 2.470030e+11 6.012813e-01 1.760218e+33 6.772422e+06 1.202315e+05 7.103386e+09 7.927614e-05 2.523583e-03 0.000000e+00 1.683584e-11 1.298821e-03 4.131549e-05 3.061758e-04 1.393321e-14 5.876820e+09
5 6 2.470030e+11 6.936460e-01 1.889973e+33 6.480158e+06 7.135289e+04 1.136139e+10 2.222895e-04 3.785428e-03 0.000000e+00 4.172826e-11 1.883263e-03 1.062593e-04 7.675815e-04 2.228526e-14 9.399590e+09
5 7 2.470030e+11 7.813926e-01 1.977866e+33 6.225010e+06 4.692013e+04 1.623465e+10 4.675388e-04 5.137094e-03 0.000000e+00 9.178820e-11 2.426836e-03 2.180533e-04 1.539457e-03 3.184413e-14 1.343138e+10
5 8 2.470030e+11 8.647518e-01 2.030216e+33 5.883578e+06 3.142585e+04 2.216589e+10 8.039578e-04 6.278678e-03 0.000000e+00 1.687822e-10 2.849238e-03 4.090292e-04 2.796740e-03 4.347828e-14 1.833849e+10
5 9 2.470030e+11 9.439430e-01 2.052812e+33 5.363266e+06 2.165659e+04 3.044871e+10 1.630453e-03 8.220441e-03 0.000000e+00 3.715349e-10 3.375315e-03 7.816122e-04 5.058509e-03 5.972509e-14 2.519115e+10
